resp_id,degree_label,degree_code_int,region_continent,hours_level,high_stress_group,v089,v089_code,worklife_score,v084_num,degree_duration_text,degree_duration_years,degree_progress_text,degree_progress_years,study_in_home_country,study_in_home_country_flag,high_hours_flag,low_worklife_flag,high_hours_only_flag,low_worklife_only_flag,both_high_hours_and_low_wlb_flag,v079_num,v091_num,v097_num,v100_num,v101_num,supervisor_support_raw,institution_support_raw,supervisor_z,institution_z,supervisor_cat,institution_cat,support_quadrant_label,degree_prep_code,degree_prep_label,caring_responsibility_code,caring_responsibility_label
1003,Doctorate,1.0,North/Central America,very_high,1,61-70 hours,4.0,2.0,4.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,1,0,0,1,1.0,2.0,4.0,1.0,1.0,1.5,2.0,-1.0006439638693685,-0.801073992433198,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1004,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,5.0,2.0,4 years,4.0,3 years,3.0,Yes,1.0,0,0,0,0,0,5.0,1.0,3.0,6.0,4.0,3.0,4.333333333333333,0.042669332220143,1.1717558160039558,Medium,High,Medium supervisor / High institution,2.0,Well,1.0,Somewhat agree
1005,Master's,2.0,Europe,high,1,51-60 hours,2.0,3.0,1.0,2 years,2.0,Less than a year,0.5,No,0.0,1,1,0,0,1,1.0,2.0,2.0,1.0,3.0,1.5,2.0,-1.0006439638693685,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1006,Doctorate,1.0,South America,medium,0,31-40 hours,3.0,2.0,4.0,4 years,4.0,1 year,1.0,Yes,1.0,0,1,0,1,0,6.0,4.0,1.0,1.0,4.0,5.0,2.0,1.433753727006158,-0.801073992433198,High,Low,High supervisor / Low institution,6.0,Unsure/Not applicable,4.0,Somewhat disagree
1007,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,5.0,2.0,6 years,6.0,6 years,6.0,Yes,1.0,1,0,1,0,0,5.0,3.0,3.0,3.0,4.0,4.0,3.333333333333333,0.7382115296131505,0.3262573266737473,High,Medium,High supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1008,Master's,2.0,Europe,medium,0,31-40 hours,3.0,3.0,1.0,2 years,2.0,2 years,2.0,No,0.0,0,1,0,1,0,2.0,1.0,2.0,2.0,1.0,1.5,1.6666666666666667,-1.0006439638693685,-1.0829068222099345,Low,Low,Low supervisor / Low institution,3.0,Neither well nor badly,1.0,Somewhat agree
1009,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,1.0,5.0,4 years,4.0,1 year,1.0,Yes,1.0,1,1,0,0,1,1.0,1.0,1.0,3.0,1.0,1.0,1.6666666666666667,-1.348415062565872,-1.0829068222099345,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
1010,Doctorate,1.0,Europe,very_high,1,71-80 hours,6.0,2.0,4.0,4 years,4.0,1 year,1.0,Yes,1.0,1,1,0,0,1,1.0,5.0,4.0,4.0,3.0,3.0,3.6666666666666665,0.042669332220143,0.6080901564504835,Medium,High,Medium supervisor / High institution,2.0,Well,2.0,Strongly agree
1011,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,5.0,2.0,3 years,3.0,2 years,2.0,No,0.0,1,0,1,0,0,2.0,1.0,2.0,3.0,2.0,1.5,2.333333333333333,-1.0006439638693685,-0.5192411626564616,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
1012,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,6.0,6.0,5 years ,5.0,4 years,4.0,No,0.0,1,0,1,0,0,5.0,3.0,2.0,4.0,1.0,4.0,2.333333333333333,0.7382115296131505,-0.5192411626564616,High,Low,High supervisor / Low institution,2.0,Well,2.0,Strongly agree
1013,Master's,2.0,North/Central America,medium,0,21-30 hours,5.0,5.0,2.0,3 years,3.0,3 years,3.0,No,0.0,0,0,0,0,0,1.0,6.0,2.0,2.0,3.0,3.5,2.333333333333333,0.3904404309166467,-0.5192411626564616,Medium,Low,Medium supervisor / Low institution,4.0,Badly,5.0,Strongly disagree
1014,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,2.0,4.0,4 years,4.0,3 years,3.0,No,0.0,1,1,0,0,1,6.0,4.0,4.0,1.0,2.0,5.0,2.333333333333333,1.433753727006158,-0.5192411626564616,High,Low,High supervisor / Low institution,3.0,Neither well nor badly,5.0,Strongly disagree
1015,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,1.0,5.0,5 years ,5.0,5 years,5.0,Yes,1.0,1,1,0,0,1,6.0,3.0,1.0,4.0,3.0,4.5,2.6666666666666665,1.0859826283096543,-0.2374083328797255,High,Medium,High supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
1016,Master's,2.0,North/Central America,low,0,11-20 hours,8.0,3.0,1.0,3 years,3.0,3 years,3.0,Yes,1.0,0,1,0,1,0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,-1.348415062565872,-0.801073992433198,Low,Low,Low supervisor / Low institution,3.0,Neither well nor badly,1.0,Somewhat agree
1017,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,4.0,3.0,4 years,4.0,1 year,1.0,Yes,1.0,0,0,0,0,0,3.0,1.0,3.0,4.0,3.0,2.0,3.333333333333333,-0.6528728651728645,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
1018,Doctorate,1.0,North/Central America,low,0,11-20 hours,8.0,6.0,6.0,6 years,6.0,5 years,5.0,Yes,1.0,0,0,0,0,0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,-0.6528728651728645,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,6.0,Unsure
1019,Master's,2.0,Europe,high,0,51-60 hours,2.0,5.0,2.0,3 years,3.0,3 years,3.0,Yes,1.0,1,0,1,0,0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,0.7382115296131505,-1.6465724817634069,High,Low,High supervisor / Low institution,2.0,Well,2.0,Strongly agree
1020,Doctorate,1.0,Asia,high,1,41-50 hours,1.0,3.0,1.0,5 years ,5.0,2 years,2.0,Yes,1.0,1,1,0,0,1,2.0,5.0,1.0,2.0,3.0,3.5,2.0,0.3904404309166467,-0.801073992433198,Medium,Low,Medium supervisor / Low institution,2.0,Well,6.0,Unsure
1021,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,6.0,6.0,3 years,3.0,3 years,3.0,No,0.0,0,0,0,0,0,7.0,4.0,2.0,1.0,5.0,5.5,2.6666666666666665,1.781524825702662,-0.2374083328797255,High,Medium,High supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
1022,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,3.0,1.0,5 years ,5.0,1 year,1.0,Yes,1.0,0,1,0,1,0,7.0,4.0,4.0,5.0,4.0,5.5,4.333333333333333,1.781524825702662,1.1717558160039558,High,High,High supervisor / High institution,1.0,Very well,1.0,Somewhat agree
1023,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,6.0,6.0,5 years ,5.0,1 year,1.0,No,0.0,0,0,0,0,0,1.0,2.0,5.0,1.0,1.0,1.5,2.333333333333333,-1.0006439638693685,-0.5192411626564616,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
1024,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,3.0,1.0,6 years,6.0,5 years,5.0,No,0.0,1,1,0,0,1,6.0,1.0,1.0,1.0,3.0,3.5,1.6666666666666667,0.3904404309166467,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,2.0,Well,4.0,Somewhat disagree
1025,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,6.0,6.0,5 years ,5.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,-0.6528728651728645,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
1026,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,5.0,2.0,6 years,6.0,3 years,3.0,Yes,1.0,1,0,1,0,0,2.0,2.0,2.0,3.0,2.0,2.0,2.333333333333333,-0.6528728651728645,-0.5192411626564616,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1027,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,3.0,1.0,4 years,4.0,1 year,1.0,Yes,1.0,1,1,0,0,1,1.0,2.0,2.0,1.0,3.0,1.5,2.0,-1.0006439638693685,-0.801073992433198,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1028,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,1.0,5.0,4 years,4.0,2 years,2.0,No,0.0,1,1,0,0,1,6.0,4.0,2.0,5.0,2.0,5.0,3.0,1.433753727006158,0.0444244968970109,High,Medium,High supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
1029,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,6.0,6.0,3 years,3.0,Less than a year,0.5,No,0.0,0,0,0,0,0,1.0,2.0,3.0,1.0,2.0,1.5,2.0,-1.0006439638693685,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
1030,Master's,2.0,Europe,low,0,11-20 hours,8.0,3.0,1.0,4 years,4.0,4 years,4.0,Yes,1.0,0,1,0,1,0,1.0,1.0,3.0,3.0,1.0,1.0,2.333333333333333,-1.348415062565872,-0.5192411626564616,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1031,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,1.0,5.0,6 years,6.0,5 years,5.0,No,0.0,1,1,0,0,1,3.0,1.0,4.0,4.0,4.0,2.0,4.0,-0.6528728651728645,0.8899229862272199,Low,High,Low supervisor / High institution,2.0,Well,1.0,Somewhat agree
1032,Doctorate,1.0,South America,high,1,51-60 hours,2.0,1.0,5.0,6 years,6.0,4 years,4.0,Yes,1.0,1,1,0,0,1,2.0,1.0,5.0,5.0,4.0,1.5,4.666666666666667,-1.0006439638693685,1.4535886457806928,Low,High,Low supervisor / High institution,1.0,Very well,4.0,Somewhat disagree
1033,Master's,2.0,Europe,low,0,11-20 hours,8.0,3.0,1.0,3 years,3.0,2 years,2.0,Yes,1.0,0,1,0,1,0,2.0,6.0,5.0,6.0,6.0,4.0,5.666666666666667,0.7382115296131505,2.2990871351109017,High,High,High supervisor / High institution,2.0,Well,1.0,Somewhat agree
1034,Master's,2.0,Europe,high,1,51-60 hours,2.0,2.0,4.0,2 years,2.0,1 year,1.0,Yes,1.0,1,1,0,0,1,1.0,2.0,1.0,1.0,3.0,1.5,1.6666666666666667,-1.0006439638693685,-1.0829068222099345,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
1035,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,2.0,4.0,3 years,3.0,2 years,2.0,Yes,1.0,0,1,0,1,0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,-1.348415062565872,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
1036,Master's,2.0,Europe,medium,0,21-30 hours,5.0,2.0,4.0,2 years,2.0,Less than a year,0.5,Yes,1.0,0,1,0,1,0,3.0,5.0,1.0,1.0,3.0,4.0,1.6666666666666667,0.7382115296131505,-1.0829068222099345,High,Low,High supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1037,Master's,2.0,Europe,high,1,51-60 hours,2.0,1.0,5.0,1 year,1.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,4.0,1.0,5.0,3.0,1.0,2.5,3.0,-0.3051017664763607,0.0444244968970109,Medium,Medium,Medium supervisor / Medium institution,3.0,Neither well nor badly,1.0,Somewhat agree
1038,Doctorate,1.0,Europe,medium,0,21-30 hours,5.0,6.0,6.0,4 years,4.0,1 year,1.0,No,0.0,0,0,0,0,0,2.0,4.0,4.0,5.0,5.0,3.0,4.666666666666667,0.042669332220143,1.4535886457806928,Medium,High,Medium supervisor / High institution,1.0,Very well,1.0,Somewhat agree
1039,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,2.0,4.0,4 years,4.0,1 year,1.0,Yes,1.0,1,1,0,0,1,2.0,2.0,5.0,6.0,3.0,2.0,4.666666666666667,-0.6528728651728645,1.4535886457806928,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
1040,Master's,2.0,South America,high,1,41-50 hours,1.0,2.0,4.0,2 years,2.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,1.0,1.0,4.0,5.0,3.0,1.0,4.0,-1.348415062565872,0.8899229862272199,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
1041,Master's,2.0,Europe,medium,0,21-30 hours,5.0,6.0,6.0,2 years,2.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,-1.348415062565872,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1042,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,1.0,5.0,6 years,6.0,5 years,5.0,No,0.0,1,1,0,0,1,5.0,3.0,2.0,1.0,1.0,4.0,1.3333333333333333,0.7382115296131505,-1.3647396519866708,High,Low,High supervisor / Low institution,2.0,Well,6.0,Unsure
1043,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,5.0,2.0,4 years,4.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,1.0,5.0,3.0,1.0,5.0,3.0,3.0,0.042669332220143,0.0444244968970109,Medium,Medium,Medium supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1044,Doctorate,1.0,Asia,very_high,1,61-70 hours,4.0,1.0,5.0,4 years,4.0,2 years,2.0,Yes,1.0,1,1,0,0,1,3.0,3.0,4.0,4.0,4.0,3.0,4.0,0.042669332220143,0.8899229862272199,Medium,High,Medium supervisor / High institution,4.0,Badly,1.0,Somewhat agree
1045,Doctorate,1.0,South America,high,1,41-50 hours,1.0,2.0,4.0,4 years,4.0,1 year,1.0,Yes,1.0,1,1,0,0,1,7.0,4.0,4.0,5.0,4.0,5.5,4.333333333333333,1.781524825702662,1.1717558160039558,High,High,High supervisor / High institution,5.0,Very badly,4.0,Somewhat disagree
1046,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,1.0,5.0,4 years,4.0,Less than a year,0.5,No,0.0,1,1,0,0,1,2.0,2.0,2.0,4.0,3.0,2.0,3.0,-0.6528728651728645,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,3.0,Neither well nor badly,1.0,Somewhat agree
1047,Doctorate,1.0,Australasia,medium,0,31-40 hours,3.0,6.0,6.0,4 years,4.0,4 years,4.0,No,0.0,0,0,0,0,0,2.0,2.0,1.0,1.0,3.0,2.0,1.6666666666666667,-0.6528728651728645,-1.0829068222099345,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1048,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,3.0,1.0,7 years,7.0,7 years,7.0,Yes,1.0,1,1,0,0,1,1.0,1.0,4.0,4.0,4.0,1.0,4.0,-1.348415062565872,0.8899229862272199,Low,High,Low supervisor / High institution,2.0,Well,1.0,Somewhat agree
1049,Doctorate,1.0,North/Central America,high,0,51-60 hours,2.0,4.0,3.0,6 years,6.0,6 years,6.0,Yes,1.0,1,0,1,0,0,5.0,1.0,5.0,1.0,2.0,3.0,2.6666666666666665,0.042669332220143,-0.2374083328797255,Medium,Medium,Medium supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
1050,Master's,2.0,North/Central America,medium,0,21-30 hours,5.0,7.0,7.0,4 years,4.0,2 years,2.0,Yes,1.0,0,0,0,0,0,8.0,5.0,2.0,3.0,2.0,6.5,2.333333333333333,2.4770670230956693,-0.5192411626564616,High,Low,High supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1051,Master's,2.0,North/Central America,medium,0,21-30 hours,5.0,5.0,2.0,2 years,2.0,1 year,1.0,Yes,1.0,0,0,0,0,0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,-0.6528728651728645,-1.6465724817634069,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1052,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,2.0,4.0,6 years,6.0,4 years,4.0,Yes,1.0,1,1,0,0,1,1.0,3.0,3.0,1.0,1.0,2.0,1.6666666666666667,-0.6528728651728645,-1.0829068222099345,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1053,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,5.0,2.0,6 years,6.0,6 years,6.0,No,0.0,0,0,0,0,0,4.0,5.0,1.0,1.0,1.0,4.5,1.0,1.0859826283096543,-1.6465724817634069,High,Low,High supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1054,Master's,2.0,Europe,high,0,51-60 hours,2.0,5.0,2.0,5 years ,5.0,2 years,2.0,No,0.0,1,0,1,0,0,3.0,1.0,4.0,1.0,3.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
1055,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,2.0,4.0,6 years,6.0,5 years,5.0,No,0.0,0,1,0,1,0,6.0,4.0,1.0,1.0,4.0,5.0,2.0,1.433753727006158,-0.801073992433198,High,Low,High supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1056,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,4.0,3.0,5 years ,5.0,3 years,3.0,Yes,1.0,0,0,0,0,0,2.0,1.0,1.0,1.0,4.0,1.5,2.0,-1.0006439638693685,-0.801073992433198,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1057,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,3.0,1.0,3 years,3.0,Less than a year,0.5,No,0.0,1,1,0,0,1,2.0,2.0,3.0,5.0,1.0,2.0,3.0,-0.6528728651728645,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,3.0,Neither well nor badly,1.0,Somewhat agree
1058,Doctorate,1.0,Australasia,high,1,41-50 hours,1.0,3.0,1.0,3 years,3.0,Less than a year,0.5,No,0.0,1,1,0,0,1,4.0,3.0,2.0,1.0,3.0,3.5,2.0,0.3904404309166467,-0.801073992433198,Medium,Low,Medium supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1059,Doctorate,1.0,Asia,high,1,51-60 hours,2.0,3.0,1.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,1,0,0,1,4.0,4.0,4.0,5.0,4.0,4.0,4.333333333333333,0.7382115296131505,1.1717558160039558,High,High,High supervisor / High institution,2.0,Well,2.0,Strongly agree
1060,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,5.0,2.0,3 years,3.0,1 year,1.0,No,0.0,0,0,0,0,0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,-1.348415062565872,-0.801073992433198,Low,Low,Low supervisor / Low institution,1.0,Very well,4.0,Somewhat disagree
1061,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,2.0,4.0,4 years,4.0,3 years,3.0,No,0.0,1,1,0,0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.3333333333333333,-1.348415062565872,-1.3647396519866708,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1062,Master's,2.0,Australasia,high,1,51-60 hours,2.0,2.0,4.0,2 years,2.0,2 years,2.0,Yes,1.0,1,1,0,0,1,1.0,1.0,1.0,5.0,3.0,1.0,3.0,-1.348415062565872,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
1063,Doctorate,1.0,Australasia,high,0,41-50 hours,1.0,6.0,6.0,4 years,4.0,1 year,1.0,Yes,1.0,1,0,1,0,0,2.0,1.0,3.0,1.0,2.0,1.5,2.0,-1.0006439638693685,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,3.0,Neither agree nor disagree
1064,Doctorate,1.0,North/Central America,low,0,11-20 hours,8.0,5.0,2.0,3 years,3.0,2 years,2.0,Yes,1.0,0,0,0,0,0,8.0,6.0,5.0,6.0,6.0,7.0,5.666666666666667,2.824838121792173,2.2990871351109017,High,High,High supervisor / High institution,1.0,Very well,3.0,Neither agree nor disagree
1065,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,5.0,2.0,4 years,4.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,2.0,3.0,5.0,2.0,5.0,2.5,4.0,-0.3051017664763607,0.8899229862272199,Medium,High,Medium supervisor / High institution,1.0,Very well,2.0,Strongly agree
1066,Doctorate,1.0,North/Central America,very_high,1,71-80 hours,6.0,2.0,4.0,7 years,7.0,6 years,6.0,Yes,1.0,1,1,0,0,1,4.0,1.0,4.0,2.0,4.0,2.5,3.333333333333333,-0.3051017664763607,0.3262573266737473,Medium,Medium,Medium supervisor / Medium institution,1.0,Very well,3.0,Neither agree nor disagree
1067,Doctorate,1.0,North/Central America,very_high,1,71-80 hours,6.0,2.0,4.0,5 years ,5.0,4 years,4.0,No,0.0,1,1,0,0,1,6.0,3.0,1.0,3.0,3.0,4.5,2.333333333333333,1.0859826283096543,-0.5192411626564616,High,Low,High supervisor / Low institution,1.0,Very well,4.0,Somewhat disagree
1068,Master's,2.0,Europe,medium,0,21-30 hours,5.0,5.0,2.0,2 years,2.0,1 year,1.0,Yes,1.0,0,0,0,0,0,2.0,1.0,5.0,1.0,2.0,1.5,2.6666666666666665,-1.0006439638693685,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
1069,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,5.0,2.0,4 years,4.0,2 years,2.0,Yes,1.0,1,0,1,0,0,3.0,4.0,3.0,2.0,1.0,3.5,2.0,0.3904404309166467,-0.801073992433198,Medium,Low,Medium supervisor / Low institution,2.0,Well,3.0,Neither agree nor disagree
1070,Doctorate,1.0,Australasia,medium,0,21-30 hours,5.0,3.0,1.0,4 years,4.0,Less than a year,0.5,Yes,1.0,0,1,0,1,0,1.0,6.0,5.0,3.0,2.0,3.5,3.333333333333333,0.3904404309166467,0.3262573266737473,Medium,Medium,Medium supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
1071,Doctorate,1.0,Asia,high,1,51-60 hours,2.0,3.0,1.0,5 years ,5.0,2 years,2.0,Yes,1.0,1,1,0,0,1,4.0,3.0,4.0,4.0,4.0,3.5,4.0,0.3904404309166467,0.8899229862272199,Medium,High,Medium supervisor / High institution,2.0,Well,1.0,Somewhat agree
1072,Doctorate,1.0,North/Central America,very_high,1,61-70 hours,4.0,1.0,5.0,5 years ,5.0,Less than a year,0.5,No,0.0,1,1,0,0,1,6.0,4.0,2.0,2.0,1.0,5.0,1.6666666666666667,1.433753727006158,-1.0829068222099345,High,Low,High supervisor / Low institution,5.0,Very badly,4.0,Somewhat disagree
1073,Doctorate,1.0,Europe,very_high,1,61-70 hours,4.0,1.0,5.0,4 years,4.0,3 years,3.0,No,0.0,1,1,0,0,1,1.0,2.0,2.0,3.0,4.0,1.5,3.0,-1.0006439638693685,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1074,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,3.0,1.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,1,0,0,1,3.0,5.0,2.0,1.0,2.0,4.0,1.6666666666666667,0.7382115296131505,-1.0829068222099345,High,Low,High supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1075,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,1.0,5.0,Other,,5 years,5.0,Yes,1.0,1,1,0,0,1,3.0,5.0,1.0,1.0,3.0,4.0,1.6666666666666667,0.7382115296131505,-1.0829068222099345,High,Low,High supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1076,Doctorate,1.0,North/Central America,very_high,1,More than 80 hours,7.0,2.0,4.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,1,0,0,1,2.0,3.0,3.0,2.0,1.0,2.5,2.0,-0.3051017664763607,-0.801073992433198,Medium,Low,Medium supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1077,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,1.0,5.0,5 years ,5.0,3 years,3.0,No,0.0,1,1,0,0,1,1.0,5.0,1.0,2.0,4.0,3.0,2.333333333333333,0.042669332220143,-0.5192411626564616,Medium,Low,Medium supervisor / Low institution,4.0,Badly,4.0,Somewhat disagree
1078,Doctorate,1.0,Australasia,medium,0,31-40 hours,3.0,4.0,3.0,5 years ,5.0,5 years,5.0,Yes,1.0,0,0,0,0,0,2.0,1.0,1.0,1.0,4.0,1.5,2.0,-1.0006439638693685,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1079,Doctorate,1.0,Australasia,medium,0,31-40 hours,3.0,3.0,1.0,3 years,3.0,2 years,2.0,Yes,1.0,0,1,0,1,0,2.0,3.0,2.0,1.0,2.0,2.5,1.6666666666666667,-0.3051017664763607,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,2.0,Well,3.0,Neither agree nor disagree
1080,Doctorate,1.0,North/Central America,very_high,1,61-70 hours,4.0,3.0,1.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,1,0,0,1,2.0,2.0,1.0,1.0,3.0,2.0,1.6666666666666667,-0.6528728651728645,-1.0829068222099345,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1081,Doctorate,1.0,Asia,medium,0,31-40 hours,3.0,4.0,3.0,4 years,4.0,4 years,4.0,No,0.0,0,0,0,0,0,2.0,2.0,6.0,5.0,4.0,2.0,5.0,-0.6528728651728645,1.7354214755574289,Low,High,Low supervisor / High institution,2.0,Well,2.0,Strongly agree
1082,Doctorate,1.0,Asia,very_high,1,71-80 hours,6.0,1.0,5.0,3 years,3.0,2 years,2.0,No,0.0,1,1,0,0,1,5.0,4.0,1.0,3.0,3.0,4.5,2.333333333333333,1.0859826283096543,-0.5192411626564616,High,Low,High supervisor / Low institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
1083,Doctorate,1.0,South America,very_high,1,61-70 hours,4.0,3.0,1.0,4 years,4.0,4 years,4.0,No,0.0,1,1,0,0,1,1.0,2.0,3.0,2.0,1.0,1.5,2.0,-1.0006439638693685,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1084,Doctorate,1.0,Australasia,medium,0,31-40 hours,3.0,6.0,6.0,4 years,4.0,1 year,1.0,No,0.0,0,0,0,0,0,1.0,2.0,3.0,1.0,3.0,1.5,2.333333333333333,-1.0006439638693685,-0.5192411626564616,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
1085,Doctorate,1.0,Australasia,medium,0,31-40 hours,3.0,5.0,2.0,4 years,4.0,4 years,4.0,No,0.0,0,0,0,0,0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,-0.6528728651728645,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1086,Doctorate,1.0,Australasia,medium,0,31-40 hours,3.0,4.0,3.0,3 years,3.0,2 years,2.0,Yes,1.0,0,0,0,0,0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,0.042669332220143,0.0444244968970109,Medium,Medium,Medium supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
